Event ID,Player 1 Aces,Player 2 Aces,Player 1 Double faults,Player 2 Double faults,Player 1 Service points won,Player 2 Service points won,Player 1 Receiver points won,Player 2 Receiver points won,Player 1 Max points in a row,Player 2 Max points in a row,Player 1 Service games won,Player 2 Service games won,Player 1 Max games in a row,Player 2 Max games in a row,Player 1 Return games played,Player 2 Return games played,Player 1 Break points converted,Player 2 Break points converted,Player 1 Tiebreaks,Player 2 Tiebreaks,Player 1 First serve Made,Player 1 First serve Total,Player 2 First serve Made,Player 2 First serve Total,Player 1 Second serve Made,Player 1 Second serve Total,Player 2 Second serve Made,Player 2 Second serve Total,Player 1 First serve points Made,Player 1 First serve points Total,Player 2 First serve points Made,Player 2 First serve points Total,Player 1 Second serve points Made,Player 1 Second serve points Total,Player 2 Second serve points Made,Player 2 Second serve points Total,Player 1 Break points saved Made,Player 1 Break points saved Total,Player 2 Break points saved Made,Player 2 Break points saved Total,Player 1 First serve return points Made,Player 1 First serve return points Total,Player 2 First serve return points Made,Player 2 First serve return points Total,Player 1 Second serve return points Made,Player 1 Second serve return points Total,Player 2 Second serve return points Made,Player 2 Second serve return points Total,Year,Month,Day,Set 1,Set 2,Set 3,Set 1 Game 1,Set 1 Game 2,Set 1 Game 3,Set 1 Game 4,Set 1 Game 5,Set 1 Game 6,Set 1 Game 7,Set 1 Game 8,Set 1 Game 9,Set 1 Game 10,Set 1 Game 11,Set 1 Game 12,Set 2 Game 1,Set 2 Game 2,Set 2 Game 3,Set 2 Game 4,Set 2 Game 5,Set 2 Game 6,Set 2 Game 7,Set 2 Game 8,Set 2 Game 9,Set 2 Game 10,Set 2 Game 11,Set 2 Game 12,Set 3 Game 1,Set 3 Game 2,Set 3 Game 3,Set 3 Game 4,Set 3 Game 5,Set 3 Game 6,Set 3 Game 7,Set 3 Game 8,Set 3 Game 9,Set 3 Game 10,Set 3 Game 11,Set 3 Game 12,Match Score,Winner,Player 1 Tiebreak Wins,Player 2 Tiebreak Wins,Match Duration,Player 1 First serve Win %,Player 2 First serve Win %,Player 1 Second serve Win %,Player 2 Second serve Win %,Player 1 First serve return Win %,Player 2 First serve return Win %,Player 1 Second serve return Win %,Player 2 Second serve return Win %,Player 1 ID,Player 2 ID
13024919.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,4.0,4.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,10.0,10.0,2.0,2.0,0.0,0.0,4.0,8.0,7.0,10.0,2.0,2.0,0.0,0.0,1.0,3.0,5.0,8.0,3.0,10.0,4.0,8.0,0.0,0.0,0.0,2.0,2024.0,11.0,2.0,0-1,3-6,6-4,5-10,0,0,0,0,0,0,0,0,0,0,0,3-6,3-5,2-5,2-4,1-4,1-3,0-3,0-2,0-1,0,0,0,6-4,5-4,5-3,4-3,4-2,4-1,3-1,2-1,1-1,0-1,0,0,1-2,2.0,0.0,0.0,107.0,50.0,70.0,100.0,0.0,50.0,70.0,100.0,0.0,P0056,P0057
13391624.0,3.0,0.0,0.0,0.0,23.0,25.0,10.0,14.0,7.0,6.0,9.0,10.0,2.0,3.0,6.0,6.0,1.0,1.0,0.0,1.0,27.0,37.0,20.0,35.0,10.0,10.0,15.0,15.0,19.0,27.0,19.0,20.0,4.0,10.0,6.0,15.0,1.0,2.0,0.0,1.0,1.0,20.0,8.0,27.0,9.0,15.0,6.0,10.0,2025.0,1.0,26.0,5-7,7-5,4-6,5-7,5-6,5-5,5-4,4-4,4-3,3-3,3-2,2-2,2-1,1-1,1-0,7-5,6-5,5-5,5-4,5-3,4-3,3-3,3-2,2-2,1-2,0-2,0-1,4-6,4-5,3-5,3-4,3-3,3-2,3-1,3-0,2-0,1-0,0,0,1-2,2.0,0.0,0.0,173.0,70.37037037037037,95.0,40.0,40.0,70.37037037037037,95.0,40.0,40.0,P0058,P0059
10312026.0,2.0,1.0,1.0,2.0,18.0,19.0,15.0,19.0,6.0,8.0,0.0,0.0,2.0,2.0,6.0,6.0,2.0,3.0,0.0,0.0,17.0,37.0,23.0,34.0,19.0,20.0,9.0,11.0,10.0,17.0,13.0,23.0,8.0,20.0,6.0,11.0,2.0,5.0,0.0,2.0,10.0,23.0,7.0,17.0,5.0,11.0,12.0,20.0,2022.0,5.0,15.0,5-7,2-6,0,5-7,5-6,5-5,4-5,4-4,4-3,3-3,3-2,2-2,1-2,1-1,0-1,2-6,2-5,2-4,2-3,2-2,1-2,0-2,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,99.0,58.82352941176471,56.52173913043478,40.0,54.54545454545454,58.82352941176471,56.52173913043478,40.0,54.54545454545454,P0060,P0061
11768186.0,2.0,3.0,2.0,1.0,18.0,22.0,8.0,11.0,5.0,6.0,7.0,9.0,1.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,19.0,29.0,19.0,30.0,8.0,10.0,10.0,11.0,12.0,19.0,16.0,19.0,6.0,10.0,6.0,11.0,2.0,3.0,1.0,1.0,3.0,19.0,7.0,19.0,5.0,11.0,4.0,10.0,2023.0,10.0,24.0,1-6,6-4,5-7,1-6,1-5,1-4,1-3,0-3,0-2,0-1,0,0,0,0,0,6-4,5-4,5-3,4-3,3-3,3-2,3-1,2-1,1-1,0-1,0,0,5-7,5-6,5-5,5-4,4-4,4-3,4-2,3-2,3-1,2-1,2-0,1-0,1-2,2.0,0.0,0.0,191.0,63.1578947368421,84.21052631578947,60.0,54.54545454545454,63.1578947368421,84.21052631578947,60.0,54.54545454545454,P0062,P0063
13257859.0,3.0,0.0,4.0,5.0,17.0,11.0,20.0,20.0,6.0,4.0,5.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,0.0,0.0,23.0,37.0,15.0,31.0,10.0,14.0,11.0,16.0,13.0,23.0,11.0,15.0,4.0,14.0,0.0,16.0,7.0,10.0,0.0,4.0,4.0,15.0,10.0,23.0,16.0,16.0,10.0,14.0,2024.0,12.0,30.0,0-1,1-6,6-3,7-10,0,0,0,0,0,0,0,0,0,0,0,1-6,1-5,1-4,1-3,1-2,0-2,0-1,0,0,0,0,0,6-3,5-3,5-2,4-2,4-1,3-1,2-1,1-1,0-1,0,0,0,1-2,2.0,0.0,0.0,90.0,56.52173913043478,73.33333333333333,28.57142857142857,0.0,56.52173913043478,73.33333333333333,28.57142857142857,0.0,P0064,P0065
11780505.0,1.0,0.0,4.0,2.0,18.0,15.0,12.0,9.0,8.0,5.0,9.0,9.0,3.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,19.0,27.0,18.0,27.0,4.0,8.0,7.0,9.0,16.0,19.0,9.0,18.0,2.0,8.0,6.0,9.0,0.0,0.0,1.0,3.0,9.0,18.0,3.0,19.0,3.0,9.0,6.0,8.0,2023.0,11.0,4.0,6-7,0,0,6-7,6-6,5-6,5-5,5-4,4-4,3-4,3-3,3-2,2-2,1-2,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-1,2.0,0.0,1.0,69.0,84.21052631578947,50.0,25.0,66.66666666666666,84.21052631578947,50.0,25.0,66.66666666666666,P0066,P0020
12527278.0,3.0,1.0,3.0,1.0,19.0,17.0,8.0,16.0,5.0,5.0,7.0,8.0,1.0,4.0,4.0,5.0,0.0,2.0,0.0,0.0,20.0,35.0,16.0,25.0,12.0,15.0,8.0,9.0,13.0,20.0,12.0,16.0,6.0,15.0,5.0,9.0,5.0,7.0,0.0,0.0,4.0,16.0,7.0,20.0,4.0,9.0,9.0,15.0,2024.0,7.0,18.0,6-3,6-3,0,6-3,5-3,4-3,4-2,4-1,3-1,2-1,2-0,1-0,0,0,0,6-3,5-3,4-3,3-3,2-3,2-2,1-2,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,88.0,65.0,75.0,40.0,55.55555555555556,65.0,75.0,40.0,55.55555555555556,P0067,P0068
11686297.0,0.0,1.0,0.0,1.0,14.0,16.0,3.0,11.0,4.0,6.0,5.0,8.0,1.0,2.0,4.0,5.0,0.0,2.0,0.0,0.0,15.0,25.0,18.0,19.0,10.0,10.0,0.0,1.0,10.0,15.0,16.0,18.0,4.0,10.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,18.0,5.0,15.0,1.0,1.0,6.0,10.0,2023.0,10.0,7.0,0-1,1-6,6-4,6-10,0,0,0,0,0,0,0,0,0,0,0,1-6,1-5,1-4,1-3,1-2,0-2,0-1,0,0,0,0,0,6-4,5-4,5-3,4-3,3-3,2-3,1-3,1-2,0-2,0-1,0,0,1-2,2.0,0.0,0.0,91.0,66.66666666666666,88.88888888888889,40.0,0.0,66.66666666666666,88.88888888888889,40.0,0.0,P0066,P0004
11536448.0,0.0,0.0,1.0,0.0,12.0,18.0,10.0,16.0,5.0,8.0,4.0,7.0,2.0,4.0,5.0,5.0,2.0,3.0,0.0,0.0,27.0,28.0,28.0,28.0,0.0,1.0,0.0,0.0,12.0,27.0,18.0,28.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,2.0,10.0,28.0,15.0,27.0,0.0,0.0,1.0,1.0,2023.0,8.0,16.0,2-5,6-4,0,2-5,2-4,1-4,1-3,0-3,0-2,0-1,0,0,0,0,0,6-4,5-4,5-3,4-3,3-3,2-3,2-2,2-1,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-1,0.0,0.0,0.0,93.0,44.44444444444444,64.28571428571429,0.0,0.0,44.44444444444444,64.28571428571429,0.0,0.0,P0069,P0070
10982127.0,1.0,6.0,1.0,2.0,23.0,22.0,11.0,17.0,3.0,4.0,4.0,8.0,1.0,2.0,6.0,6.0,1.0,2.0,0.0,0.0,38.0,40.0,28.0,33.0,1.0,2.0,3.0,5.0,22.0,38.0,20.0,28.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,8.0,28.0,16.0,38.0,3.0,5.0,1.0,2.0,2023.0,1.0,10.0,5-7,1-6,0,5-7,5-6,5-5,4-5,4-4,4-3,3-3,3-2,2-2,2-1,1-1,1-0,1-6,1-5,1-4,1-3,1-2,0-2,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,105.0,57.89473684210527,71.42857142857143,50.0,40.0,57.89473684210527,71.42857142857143,50.0,40.0,P0071,P0072
12574057.0,0.0,3.0,1.0,4.0,20.0,24.0,16.0,6.0,6.0,6.0,11.0,10.0,3.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,20.0,26.0,17.0,40.0,5.0,6.0,19.0,23.0,16.0,20.0,12.0,17.0,4.0,6.0,12.0,23.0,0.0,0.0,2.0,3.0,5.0,17.0,4.0,20.0,11.0,23.0,2.0,6.0,2024.0,7.0,19.0,6-4,1-6,7-5,6-4,5-4,5-3,4-3,3-3,3-2,2-2,2-1,2-0,1-0,0,0,1-6,1-5,1-4,1-3,1-2,0-2,0-1,0,0,0,0,0,7-5,6-5,5-5,5-4,5-3,4-3,3-3,3-2,2-2,1-2,0-2,0-1,2-1,1.0,0.0,0.0,169.0,80.0,70.58823529411765,66.66666666666666,52.17391304347826,80.0,70.58823529411765,66.66666666666666,52.17391304347826,P0073,P0074
10275914.0,0.0,1.0,2.0,1.0,30.0,22.0,15.0,19.0,5.0,5.0,0.0,0.0,3.0,2.0,6.0,6.0,2.0,1.0,0.0,0.0,39.0,49.0,27.0,37.0,8.0,10.0,9.0,10.0,26.0,39.0,17.0,27.0,4.0,10.0,5.0,10.0,4.0,5.0,3.0,5.0,10.0,27.0,13.0,39.0,5.0,10.0,6.0,10.0,2022.0,4.0,28.0,7-5,7-5,0,7-5,6-5,5-5,4-5,4-4,3-4,3-3,2-3,2-2,1-2,1-1,1-0,7-5,6-5,5-5,4-5,4-4,4-3,4-2,3-2,2-2,1-2,0-2,0-1,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,140.0,66.66666666666666,62.96296296296296,40.0,50.0,66.66666666666666,62.96296296296296,40.0,50.0,P0075,P0076
12100769.0,0.0,0.0,1.0,1.0,4.0,2.0,6.0,4.0,4.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,5.0,8.0,3.0,4.0,2.0,3.0,2.0,4.0,0.0,5.0,2.0,4.0,2.0,3.0,0.0,0.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,2024.0,2.0,27.0,7-6,6-3,0,7-6,6-6,5-6,5-5,4-5,4-4,3-4,2-4,1-4,1-3,1-2,1-1,6-3,5-3,4-3,4-2,3-2,2-2,1-2,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,1.0,0.0,112.0,50.0,0.0,50.0,66.66666666666666,50.0,0.0,50.0,66.66666666666666,P0077,P0078
10553461.0,2.0,0.0,4.0,0.0,23.0,15.0,13.0,16.0,7.0,4.0,8.0,7.0,4.0,2.0,5.0,5.0,2.0,1.0,0.0,0.0,30.0,39.0,20.0,28.0,5.0,9.0,8.0,8.0,20.0,30.0,14.0,20.0,3.0,9.0,1.0,8.0,4.0,5.0,2.0,4.0,6.0,20.0,10.0,30.0,7.0,8.0,6.0,9.0,2022.0,8.0,9.0,6-4,7-6,0,6-4,5-4,4-4,3-4,2-4,2-3,1-3,1-2,0-2,0-1,0,0,7-6,6-6,5-6,5-5,5-4,4-4,3-4,3-3,2-3,1-3,1-2,1-1,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,1.0,0.0,136.0,66.66666666666666,70.0,33.33333333333333,12.5,66.66666666666666,70.0,33.33333333333333,12.5,P0079,P0062
11520920.0,0.0,2.0,1.0,0.0,16.0,8.0,10.0,5.0,5.0,4.0,8.0,4.0,3.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,11.0,21.0,8.0,18.0,9.0,10.0,10.0,10.0,10.0,11.0,5.0,8.0,6.0,10.0,3.0,10.0,0.0,0.0,1.0,3.0,3.0,8.0,1.0,11.0,7.0,10.0,4.0,10.0,2023.0,8.0,17.0,6-1,7-6,0,6-1,5-1,4-1,3-1,2-1,2-0,1-0,0,0,0,0,0,7-6,6-6,5-6,5-5,4-5,3-5,3-4,2-4,2-3,2-2,2-1,1-1,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,1.0,0.0,99.0,90.9090909090909,62.5,60.0,30.0,90.9090909090909,62.5,60.0,30.0,P0004,P0080
10738350.0,0.0,0.0,2.0,0.0,18.0,21.0,20.0,23.0,4.0,5.0,6.0,7.0,2.0,3.0,6.0,6.0,3.0,3.0,0.0,1.0,28.0,41.0,34.0,41.0,11.0,13.0,7.0,7.0,13.0,28.0,18.0,34.0,5.0,13.0,3.0,7.0,4.0,7.0,3.0,6.0,16.0,34.0,15.0,28.0,4.0,7.0,8.0,13.0,2022.0,10.0,14.0,6-7,4-6,0,6-7,6-6,5-6,5-5,4-5,4-4,3-4,2-4,2-3,2-2,2-1,1-1,4-6,4-5,4-4,3-4,3-3,2-3,2-2,2-1,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,1.0,117.0,46.42857142857143,52.94117647058824,38.46153846153847,42.85714285714285,46.42857142857143,52.94117647058824,38.46153846153847,42.85714285714285,P0081,P0082
10202401.0,2.0,3.0,0.0,0.0,27.0,27.0,15.0,12.0,4.0,4.0,0.0,0.0,2.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,25.0,39.0,25.0,42.0,14.0,14.0,17.0,17.0,15.0,25.0,16.0,25.0,12.0,14.0,11.0,17.0,1.0,1.0,2.0,3.0,9.0,25.0,10.0,25.0,6.0,17.0,2.0,14.0,2022.0,3.0,28.0,7-5,6-1,0,7-5,6-5,5-5,5-4,4-4,4-3,3-3,3-2,2-2,2-1,1-1,1-0,6-1,5-1,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,100.0,60.0,64.0,85.71428571428571,64.70588235294117,60.0,64.0,85.71428571428571,64.70588235294117,P0083,P0076
12346264.0,0.0,0.0,0.0,1.0,19.0,17.0,23.0,17.0,10.0,8.0,6.0,3.0,6.0,4.0,5.0,5.0,3.0,2.0,0.0,0.0,27.0,36.0,33.0,40.0,9.0,9.0,6.0,7.0,15.0,27.0,14.0,33.0,4.0,9.0,3.0,7.0,2.0,4.0,3.0,6.0,19.0,33.0,12.0,27.0,4.0,7.0,5.0,9.0,2024.0,5.0,20.0,3-7,3-6,0,4-6,4-5,3-5,2-5,2-4,2-3,2-2,1-2,1-1,0-1,0,0,3-6,3-5,2-5,2-4,2-3,1-3,1-2,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,96.0,55.55555555555556,42.42424242424242,44.44444444444444,42.85714285714285,55.55555555555556,42.42424242424242,44.44444444444444,42.85714285714285,P0084,P0071
10685163.0,1.0,0.0,0.0,0.0,17.0,20.0,7.0,9.0,5.0,5.0,8.0,10.0,1.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,19.0,26.0,20.0,27.0,7.0,7.0,7.0,7.0,15.0,19.0,13.0,20.0,2.0,7.0,7.0,7.0,0.0,1.0,2.0,2.0,7.0,20.0,4.0,19.0,0.0,7.0,5.0,7.0,2022.0,9.0,24.0,4-6,4-6,0,4-6,4-5,3-5,3-4,2-4,2-3,2-2,2-1,1-1,1-0,0,0,4-6,4-5,3-5,3-4,2-4,2-3,1-3,1-2,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,90.0,78.94736842105263,65.0,28.57142857142857,100.0,78.94736842105263,65.0,28.57142857142857,100.0,P0085,P0086
12869441.0,1.0,1.0,0.0,1.0,4.0,10.0,11.0,14.0,4.0,4.0,6.0,9.0,1.0,3.0,4.0,3.0,2.0,3.0,0.0,0.0,15.0,18.0,19.0,21.0,3.0,3.0,1.0,2.0,4.0,15.0,10.0,19.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,3.0,9.0,19.0,11.0,15.0,2.0,2.0,3.0,3.0,2024.0,9.0,28.0,1-3,3-6,6-3,1-3,1-3,1-2,0-2,0-1,0,0,0,0,0,0,0,3-6,3-5,3-4,2-4,2-3,2-2,1-2,1-1,1-0,0,0,0,6-3,5-3,5-2,4-2,3-2,2-2,1-2,1-1,1-0,0,0,0,1-2,2.0,0.0,0.0,114.0,26.666666666666668,52.63157894736842,0.0,0.0,26.666666666666668,52.63157894736842,0.0,0.0,P0087,P0088
13563041.0,2.0,0.0,3.0,0.0,23.0,9.0,11.0,14.0,6.0,3.0,7.0,6.0,4.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,22.0,37.0,17.0,20.0,12.0,15.0,3.0,3.0,16.0,22.0,9.0,17.0,7.0,15.0,0.0,3.0,2.0,2.0,0.0,2.0,8.0,17.0,6.0,22.0,3.0,3.0,8.0,15.0,2025.0,3.0,5.0,2-6,5-7,6-3,2-6,2-5,2-4,2-3,2-2,2-1,1-1,0-1,0,0,0,0,5-7,5-6,5-5,5-4,5-3,5-2,4-2,4-1,3-1,2-1,1-1,0-1,6-3,5-3,4-3,3-3,3-2,2-2,2-1,1-1,1-0,0,0,0,1-2,2.0,0.0,0.0,157.0,72.72727272727273,52.94117647058824,46.66666666666666,0.0,72.72727272727273,52.94117647058824,46.66666666666666,0.0,P0089,P0090
11749229.0,0.0,1.0,0.0,3.0,17.0,14.0,18.0,14.0,7.0,5.0,6.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,0.0,0.0,19.0,31.0,20.0,32.0,12.0,12.0,9.0,12.0,11.0,19.0,10.0,20.0,6.0,12.0,4.0,12.0,3.0,5.0,2.0,5.0,10.0,20.0,8.0,19.0,8.0,12.0,6.0,12.0,2023.0,10.0,16.0,2-6,2-6,0,2-6,2-5,2-4,1-4,1-3,1-2,0-2,0-1,0,0,0,0,2-6,2-5,2-4,2-3,2-2,1-2,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,74.0,57.89473684210527,50.0,50.0,33.33333333333333,57.89473684210527,50.0,50.0,33.33333333333333,P0091,P0092
12954595.0,0.0,0.0,1.0,0.0,12.0,21.0,13.0,11.0,5.0,5.0,3.0,7.0,2.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,15.0,23.0,25.0,34.0,7.0,8.0,9.0,9.0,12.0,15.0,15.0,25.0,0.0,8.0,6.0,9.0,2.0,4.0,4.0,5.0,10.0,25.0,3.0,15.0,3.0,9.0,8.0,8.0,2024.0,10.0,8.0,0-2,2-6,0,0-2,0-2,0-1,0,0,0,0,0,0,0,0,0,2-6,2-5,2-4,1-4,1-3,1-2,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,46.0,80.0,60.0,0.0,66.66666666666666,80.0,60.0,0.0,66.66666666666666,P0093,P0094
10738339.0,3.0,1.0,2.0,1.0,25.0,18.0,12.0,13.0,4.0,5.0,12.0,8.0,3.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,30.0,38.0,26.0,30.0,6.0,8.0,3.0,4.0,22.0,30.0,16.0,26.0,3.0,8.0,2.0,4.0,2.0,2.0,2.0,3.0,10.0,26.0,8.0,30.0,2.0,4.0,5.0,8.0,2022.0,10.0,15.0,6-3,6-1,6-7,6-3,5-3,5-2,4-2,4-1,3-1,2-1,1-1,1-0,0,0,0,6-1,5-1,4-1,3-1,2-1,2-0,1-0,0,0,0,0,0,6-7,6-6,6-5,5-5,4-5,3-5,3-4,3-3,3-2,2-2,1-2,0-2,2-1,1.0,0.0,1.0,182.0,73.33333333333333,61.53846153846154,37.5,50.0,73.33333333333333,61.53846153846154,37.5,50.0,P0095,P0096
11266019.0,0.0,1.0,0.0,1.0,12.0,11.0,15.0,1.0,7.0,3.0,7.0,4.0,6.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,9.0,13.0,18.0,26.0,4.0,4.0,7.0,8.0,9.0,9.0,9.0,18.0,3.0,4.0,2.0,8.0,0.0,0.0,5.0,8.0,9.0,18.0,0.0,9.0,6.0,8.0,1.0,4.0,2023.0,5.0,9.0,3-6,6-3,3-6,3-6,3-5,3-4,2-4,2-3,1-3,1-2,0-2,0-1,0,0,0,6-3,5-3,4-3,4-2,4-1,3-1,2-1,1-1,0-1,0,0,0,3-6,3-5,2-5,1-5,1-4,1-3,1-2,1-1,0-1,0,0,0,1-2,2.0,0.0,0.0,139.0,100.0,50.0,75.0,25.0,100.0,50.0,75.0,25.0,P0045,P0088
12704970.0,1.0,3.0,1.0,4.0,21.0,16.0,15.0,14.0,8.0,4.0,9.0,6.0,3.0,2.0,5.0,5.0,2.0,1.0,0.0,0.0,27.0,35.0,17.0,31.0,7.0,8.0,10.0,14.0,18.0,27.0,12.0,17.0,3.0,8.0,4.0,14.0,3.0,4.0,3.0,5.0,5.0,17.0,9.0,27.0,10.0,14.0,5.0,8.0,2024.0,8.0,18.0,6-2,6-3,0,6-2,5-2,4-2,3-2,3-1,3-0,2-0,1-0,0,0,0,0,6-3,5-3,5-2,4-2,4-1,3-1,2-1,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,78.0,66.66666666666666,70.58823529411765,37.5,28.57142857142857,66.66666666666666,70.58823529411765,37.5,28.57142857142857,P0097,P0098
10988085.0,3.0,0.0,0.0,0.0,14.0,7.0,14.0,6.0,5.0,3.0,0.0,0.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,20.0,16.0,21.0,8.0,8.0,5.0,5.0,10.0,12.0,6.0,16.0,4.0,8.0,1.0,5.0,3.0,3.0,4.0,7.0,10.0,16.0,2.0,12.0,4.0,5.0,4.0,8.0,2023.0,1.0,20.0,6-0,6-1,0,6-0,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,0,6-1,5-1,4-1,3-1,2-1,2-0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,70.0,83.33333333333334,37.5,50.0,20.0,83.33333333333334,37.5,50.0,20.0,P0099,P0100
13015848.0,0.0,0.0,2.0,0.0,18.0,13.0,14.0,12.0,10.0,5.0,6.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,0.0,0.0,15.0,30.0,22.0,27.0,13.0,15.0,5.0,5.0,8.0,15.0,10.0,22.0,10.0,15.0,3.0,5.0,2.0,4.0,2.0,5.0,12.0,22.0,7.0,15.0,2.0,5.0,5.0,15.0,2024.0,10.0,21.0,3-6,3-6,0,3-6,3-5,2-5,1-5,1-4,0-4,0-3,0-2,0-1,0,0,0,3-6,3-5,3-4,3-3,2-3,2-2,1-2,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,94.0,53.333333333333336,45.45454545454545,66.66666666666666,60.0,53.333333333333336,45.45454545454545,66.66666666666666,60.0,P0101,P0102
10983242.0,1.0,7.0,2.0,4.0,20.0,29.0,21.0,20.0,5.0,10.0,11.0,13.0,2.0,2.0,6.0,6.0,2.0,2.0,0.0,1.0,29.0,40.0,27.0,50.0,9.0,11.0,19.0,23.0,16.0,29.0,19.0,27.0,4.0,11.0,10.0,23.0,0.0,2.0,5.0,7.0,8.0,27.0,13.0,29.0,13.0,23.0,7.0,11.0,2023.0,1.0,12.0,6-7,7-6,3-6,6-7,6-6,5-6,5-5,4-5,3-5,3-4,2-4,2-3,2-2,1-2,1-1,7-6,6-6,6-5,5-5,5-4,4-4,4-3,3-3,2-3,2-2,2-1,1-1,3-6,3-5,2-5,2-4,1-4,1-3,1-2,1-1,0-1,0,0,0,1-2,2.0,1.0,1.0,224.0,55.172413793103445,70.37037037037037,36.36363636363637,43.47826086956522,55.172413793103445,70.37037037037037,36.36363636363637,43.47826086956522,P0103,P0104
10046899.0,1.0,0.0,1.0,3.0,30.0,24.0,16.0,22.0,7.0,8.0,0.0,0.0,4.0,4.0,6.0,6.0,2.0,2.0,0.0,1.0,33.0,52.0,17.0,40.0,18.0,19.0,20.0,23.0,20.0,33.0,12.0,17.0,10.0,19.0,12.0,23.0,4.0,6.0,1.0,3.0,5.0,17.0,13.0,33.0,11.0,23.0,9.0,19.0,2022.0,1.0,5.0,6-7,3-6,0,6-7,6-6,5-6,5-5,4-5,4-4,4-3,4-2,4-1,3-1,2-1,1-1,3-6,3-5,3-4,2-4,2-3,1-3,1-2,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,1.0,116.0,60.60606060606061,70.58823529411765,52.63157894736842,52.17391304347826,60.60606060606061,70.58823529411765,52.63157894736842,52.17391304347826,P0105,P0106
10750106.0,0.0,3.0,1.0,2.0,20.0,26.0,10.0,17.0,5.0,8.0,8.0,9.0,3.0,3.0,6.0,6.0,1.0,1.0,0.0,1.0,24.0,37.0,24.0,36.0,12.0,13.0,10.0,12.0,16.0,24.0,19.0,24.0,4.0,13.0,7.0,12.0,4.0,5.0,1.0,2.0,5.0,24.0,8.0,24.0,5.0,12.0,9.0,13.0,2022.0,10.0,12.0,6-7,4-6,0,6-7,6-6,6-5,5-5,5-4,4-4,4-3,4-2,4-1,3-1,3-0,2-0,4-6,4-5,3-5,3-4,3-3,2-3,2-2,2-1,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,1.0,103.0,66.66666666666666,79.16666666666666,30.76923076923077,58.333333333333336,66.66666666666666,79.16666666666666,30.76923076923077,58.333333333333336,P0107,P0108
